original_reactions,updated_reaction,mechanistic_class,mechanistic_label,data_source
Br[CH2:1][c:2]1[cH:7][cH:6][cH:5][cH:4][cH:3]1.[OH:8][c:9]1[cH:10][cH:11][c:12]([OH:13])[c:14]([Br:15])[cH:16]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:13][c:12]1[cH:11][cH:10][c:9]([OH:8])[cH:16][c:14]1[Br:15],[OH:8][c:9]1[cH:10][cH:11][c:12]([OH:13])[c:14]([Br:15])[cH:16]1.[Br:101][CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[H-:301].[Na+]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:13][c:12]1[cH:11][cH:10][c:9]([OH:8])[cH:16][c:14]1[Br:15],SN2_alcohol(thiol),"[(301, 13.1), ([13.1, 13], 13), (13, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
C[O:1][c:2]1[cH:20][cH:19][c:5](-[c:6]2[n:7][n:8]([CH:9]([CH3:10])[CH3:11])[c:12]3[c:13]([Cl:14])[cH:15][cH:16][cH:17][c:18]23)[cH:4][cH:3]1>>[OH:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][n:8]([CH:9]([CH3:10])[CH3:11])[c:12]3[c:13]([Cl:14])[cH:15][cH:16][cH:17][c:18]23)[cH:19][cH:20]1,[CH3:101][O:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][n:8]([CH:9]([CH3:10])[CH3:11])[c:12]3[c:13]([Cl:14])[cH:15][cH:16][cH:17][c:18]23)[cH:19][cH:20]1.Br[B:301](Br)[Br:302].[OH2:303]>>[OH:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][n:8]([CH:9]([CH3:10])[CH3:11])[c:12]3[c:13]([Cl:14])[cH:15][cH:16][cH:17][c:18]23)[cH:19][cH:20]1,O_demethylation,"[(1, 301), ([301, 302], 302), (302, 101), ([101, 1], 1), (303, 301), ([301, 1], 1)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[C:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]1)=[O:9].[NH2:10][c:11]1[cH:12][cH:13][c:14]([C:15](=[O:16])[N:17]2[CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[S:25][c:26]3[n:27][cH:28][cH:29][cH:30][c:31]32)[cH:32][cH:33]1>>[C:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]1)(=[O:9])[NH:10][c:11]1[cH:12][cH:13][c:14]([C:15](=[O:16])[N:17]2[CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[S:25][c:26]3[n:27][cH:28][cH:29][cH:30][c:31]32)[cH:32][cH:33]1,[NH2:10][c:11]1[cH:12][cH:13][c:14]([C:15](=[O:16])[N:17]2[CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[S:25][c:26]3[n:27][cH:28][cH:29][cH:30][c:31]32)[cH:32][cH:33]1.[Cl:101][C:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]1)=[O:9]>>[C:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]1)(=[O:9])[NH:10][c:11]1[cH:12][cH:13][c:14]([C:15](=[O:16])[N:17]2[CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[S:25][c:26]3[n:27][cH:28][cH:29][cH:30][c:31]32)[cH:32][cH:33]1,nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(10, 1), ([1, 9], 9), (9, [9, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][c:2]1[cH:3][n:4][n:5]2[c:6]([NH:7][CH:8]3[CH2:9][CH2:10]3)[cH:11][c:12]([NH:13][CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18]3)[n:19][c:20]12.[O:21]=[C:22]1[CH2:23][NH:24][C:25](=[O:26])[NH:27]1>>[CH:1](\[c:2]1[cH:3][n:4][n:5]2[c:6]([NH:7][CH:8]3[CH2:9][CH2:10]3)[cH:11][c:12]([NH:13][CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18]3)[n:19][c:20]12)=[C:23]1/[C:22](=[O:21])[NH:27][C:25](=[O:26])[NH:24]1,[O:101]=[CH:1][c:2]1[cH:3][n:4][n:5]2[c:6]([NH:7][CH:8]3[CH2:9][CH2:10]3)[cH:11][c:12]([NH:13][CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18]3)[n:19][c:20]12.[O:21]=[C:22]1[CH2:23][NH:24][C:25](=[O:26])[NH:27]1.[OH-:301]>>[CH:1](\[c:2]1[cH:3][n:4][n:5]2[c:6]([NH:7][CH:8]3[CH2:9][CH2:10]3)[cH:11][c:12]([NH:13][CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18]3)[n:19][c:20]12)=[C:23]1/[C:22](=[O:21])[NH:27][C:25](=[O:26])[NH:24]1,aldol_condensation,"[(301, 23.1), ([23.1, 23], [23, 22]), ([22, 21], 21), (21, [21, 22]), ([22, 23], 1), ([1, 101], 101), (101, 301.1), ([301.1, 301], 301), (301, 23.1), ([23.1, 23], [23, 22]), ([22, 21], 21), (21, [21, 22]), ([22, 23], [23, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[O:9][c:10]1[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]1.[CH3:18][O-:19]>>[CH:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])([O:9][c:10]1[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]1)[O:19][CH3:18],[Br:101][CH:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[O:9][c:10]1[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]1.[CH3:18][OH:19]>>[CH:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])([O:9][c:10]1[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]1)[O:19][CH3:18],SN1,"[([1, 101], 101), (19, 1)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1.[NH3:11]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1)[NH2:11],[Br:101][CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[OH:9])[cH:10]1.[NH3:11]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[OH:9])[cH:10]1)[NH2:11],SN2,"[(11, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[S:1]([CH3:2])(=[O:3])=[O:4].[CH3:5][C:6](=[O:7])[O:8][CH:9]([CH2:10][O:11][CH2:12][CH2:13][OH:14])[c:15]1[cH:16][cH:17][cH:18][c:19]([Cl:20])[cH:21]1>>[S:1]([CH3:2])(=[O:3])(=[O:4])[O:14][CH2:13][CH2:12][O:11][CH2:10][CH:9]([O:8][C:6]([CH3:5])=[O:7])[c:15]1[cH:16][cH:17][cH:18][c:19]([Cl:20])[cH:21]1,[CH3:5][C:6](=[O:7])[O:8][CH:9]([CH2:10][O:11][CH2:12][CH2:13][OH:14])[c:15]1[cH:16][cH:17][cH:18][c:19]([Cl:20])[cH:21]1.[Cl:101][S:1]([CH3:2])(=[O:3])=[O:4].[H-:301].[Na+]>>[S:1]([CH3:2])(=[O:3])(=[O:4])[O:14][CH2:13][CH2:12][O:11][CH2:10][CH:9]([O:8][C:6]([CH3:5])=[O:7])[c:15]1[cH:16][cH:17][cH:18][c:19]([Cl:20])[cH:21]1,alcohol_attack_to_carbonyl_or_sulfonyl,"[(301, 14.1), ([14.1, 14], 14), (14, 1), ([1, 3], 3), (3, [3, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
[Cl:8][c:9]1[cH:10][n:11][c:12]2[n:13][c:14]1[NH:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH2:21][CH2:22][CH:23]3[CH2:24][CH2:25][NH:26][CH2:27][CH2:28]3)[c:29]([cH:30]1)[CH2:31][CH2:32][c:33]1[cH:34][n:35][cH:36][c:37]([cH:38]1)[NH:39]2.[O:40]=[C:41]=[N:42][CH2:43][c:44]1[cH:45][cH:46][cH:47][o:48]1>>[Cl:8][c:9]1[cH:10][n:11][c:12]2[n:13][c:14]1[NH:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH2:21][CH2:22][CH:23]3[CH2:24][CH2:25][N:26]([C:41](=[O:40])[NH:42][CH2:43][c:44]4[cH:45][cH:46][cH:47][o:48]4)[CH2:27][CH2:28]3)[c:29]([cH:30]1)[CH2:31][CH2:32][c:33]1[cH:34][n:35][cH:36][c:37]([cH:38]1)[NH:39]2,[Cl:8][c:9]1[cH:10][n:11][c:12]2[n:13][c:14]1[NH:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH2:21][CH2:22][CH:23]3[CH2:24][CH2:25][NH:26][CH2:27][CH2:28]3)[c:29]([cH:30]1)[CH2:31][CH2:32][c:33]1[cH:34][n:35][cH:36][c:37]([cH:38]1)[NH:39]2.[O:40]=[C:41]=[N:42][CH2:43][c:44]1[cH:45][cH:46][cH:47][o:48]1>>[Cl:8][c:9]1[cH:10][n:11][c:12]2[n:13][c:14]1[NH:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH2:21][CH2:22][CH:23]3[CH2:24][CH2:25][N:26]([C:41](=[O:40])[NH:42][CH2:43][c:44]4[cH:45][cH:46][cH:47][o:48]4)[CH2:27][CH2:28]3)[c:29]([cH:30]1)[CH2:31][CH2:32][c:33]1[cH:34][n:35][cH:36][c:37]([cH:38]1)[NH:39]2,nucleophilic_attack_to_iso(thio)cyanate,"[(26, 41), ([41, 40], 40), (40, 26.1), ([26.1, 26], 26), (40, [40, 41]), ([41, 42], 42), (42, 40.1), ([40.1, 40], 40)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[CH:1]([CH2:2][CH3:3])[c:4]1[n:5][n:6]2[cH:7][cH:8][cH:9][c:10]2[c:11](=[O:12])[n:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:21][C:22]([CH3:23])([CH3:24])[O:25][C:26](=[O:27])[NH:28][CH2:29][CH2:30][CH2:31][NH2:32]>>[CH:1]([CH2:2][CH3:3])([c:4]1[n:5][n:6]2[cH:7][cH:8][cH:9][c:10]2[c:11](=[O:12])[n:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[NH:32][CH2:31][CH2:30][CH2:29][NH:28][C:26]([O:25][C:22]([CH3:21])([CH3:23])[CH3:24])=[O:27],[OH:101][CH:1]([CH2:2][CH3:3])[c:4]1[n:5][n:6]2[cH:7][cH:8][cH:9][c:10]2[c:11](=[O:12])[n:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:21][C:22]([CH3:23])([CH3:24])[O:25][C:26](=[O:27])[NH:28][CH2:29][CH2:30][CH2:31][NH2:32].[O:301]=[S:302]([Cl:303])(=O)c1ccc(cc1)C>>[CH:1]([CH2:2][CH3:3])([c:4]1[n:5][n:6]2[cH:7][cH:8][cH:9][c:10]2[c:11](=[O:12])[n:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[NH:32][CH2:31][CH2:30][CH2:29][NH:28][C:26]([O:25][C:22]([CH3:21])([CH3:23])[CH3:24])=[O:27],SN2_with_tosylate,"[(101, 302), ([302, 301], 301), (301, [301, 302]), ([302, 303], 303), (303, 101.1), ([101.1, 101], 101), (32, 1), ([1, 101], 101), (101, 32.1), ([32.1, 32], 32)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][n:9][cH:10][n:11]2)[n:12][cH:13]1.[NH2:14][c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][n:26]2)[cH:27]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][n:9][cH:10][n:11]2)[n:12][cH:13]1)[NH:14][c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][n:26]2)[cH:27]1,[OH:101][C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][n:9][cH:10][n:11]2)[n:12][cH:13]1.[NH2:14][c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][n:26]2)[cH:27]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][n:9][cH:10][n:11]2)[n:12][cH:13]1)[NH:14][c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][n:26]2)[cH:27]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (14, 1), ([1, 2], 2), (303, 14.1), ([14.1, 14], 14), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.c1ccc(P(c2ccccc2)(c2ccccc2)=[CH:10][C:11]([O:12][CH2:13][CH3:14])=[O:15])cc1>>[CH:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)=[CH:10][C:11]([O:12][CH2:13][CH3:14])=[O:15],c1ccc([P:101](c2ccccc2)(c2ccccc2)=[CH:10][C:11]([O:12][CH2:13][CH3:14])=[O:15])cc1.[O:102]=[CH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1>>[CH:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)=[CH:10][C:11]([O:12][CH2:13][CH3:14])=[O:15],Wittig_ver_2,"[([101, 10], 1), ([1, 102], 101), ([1, 102], [102, 101]), ([101, 10], [10, 1])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH2:1].[Cl:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][NH:10][CH2:11][c:12]1[n:13][n:14][c:15]([Br:16])[n:17]1-2>>[CH3:1][N:10]1[CH2:9][c:7]2[c:6]([cH:5][cH:4][c:3]([Cl:2])[cH:8]2)-[n:17]2[c:12]([n:13][n:14][c:15]2[Br:16])[CH2:11]1,[Cl:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][NH:10][CH2:11][c:12]1[n:13][n:14][c:15]([Br:16])[n:17]1-2.[O:101]=[CH2:1].[H+:301].[BH3-:302]C#N.[Na+]>>[CH3:1][N:10]1[CH2:9][c:7]2[c:6]([cH:5][cH:4][c:3]([Cl:2])[cH:8]2)-[n:17]2[c:12]([n:13][n:14][c:15]2[Br:16])[CH2:11]1,reductive_amination,"[(10, 1), ([1, 101], 301), (101, 10.1), ([10.1, 10], 10), (10, [10, 1]), ([1, 101], 101), ([302, 302.1], 1), ([1, 10], 10)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](=[O:2])[C@@H:3]1[CH2:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[CH3:18][NH:19][CH3:20]>>[C:1](=[O:2])([C@@H:3]1[CH2:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[N:19]([CH3:18])[CH3:20],[OH:101][C:1](=[O:2])[C@@H:3]1[CH2:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[CH3:18][NH:19][CH3:20].[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([C@@H:3]1[CH2:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[N:19]([CH3:18])[CH3:20],DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (19, 1), ([1, 2], 2), (303, 19.1), ([19.1, 19], 19), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][c:2]1[c:3]([O:4][c:5]2[c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[cH:18]2)[cH:19][cH:20][c:21]([N+:22](=[O:23])[O-:24])[cH:25]1.[F:26][C:27]([F:28])([F:29])[CH2:30][SH:31]>>[CH2:1]([c:2]1[c:3]([O:4][c:5]2[c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[cH:18]2)[cH:19][cH:20][c:21]([N+:22](=[O:23])[O-:24])[cH:25]1)[S:31][CH2:30][C:27]([F:26])([F:28])[F:29],[Br:101][CH2:1][c:2]1[c:3]([O:4][c:5]2[c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[cH:18]2)[cH:19][cH:20][c:21]([N+:22](=[O:23])[OH:24])[cH:25]1.[F:26][C:27]([F:28])([F:29])[CH2:30][SH:31].[H-:301].[Na+]>>[CH2:1]([c:2]1[c:3]([O:4][c:5]2[c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[cH:18]2)[cH:19][cH:20][c:21]([N+:22](=[O:23])[OH:24])[cH:25]1)[S:31][CH2:30][C:27]([F:26])([F:28])[F:29],SN2_alcohol(thiol),"[(301, 31.1), ([31.1, 31], 31), (31, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][n:10][cH:11][c:12]([Cl:13])[c:14]12.[CH3:15][C:16]([CH3:17])([CH3:18])[O:19][C:20](=[O:21])[NH:22][CH2:23][CH:24]1[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][n:10][cH:11][c:12]([Cl:13])[c:14]12)[N:27]1[CH2:26][CH2:25][CH:24]([CH2:23][NH:22][C:20]([O:19][C:16]([CH3:15])([CH3:17])[CH3:18])=[O:21])[CH2:29][CH2:28]1,[Cl:101][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][n:10][cH:11][c:12]([Cl:13])[c:14]12.[CH3:15][C:16]([CH3:17])([CH3:18])[O:19][C:20](=[O:21])[NH:22][CH2:23][CH:24]1[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][n:10][cH:11][c:12]([Cl:13])[c:14]12)[N:27]1[CH2:26][CH2:25][CH:24]([CH2:23][NH:22][C:20]([O:19][C:16]([CH3:15])([CH3:17])[CH3:18])=[O:21])[CH2:29][CH2:28]1,nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(27, 1), ([1, 2], 2), (2, [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[c:1]1[cH:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][c:11]1[N+:12](=[O:13])[O-:14].[NH2:15][C@H:16]1[CH2:22][CH2:21][C@H:19]([OH:20])[CH2:18][CH2:17]1>>[c:1]1([NH:15][C@H:16]2[CH2:17][CH2:18][C@H:19]([OH:20])[CH2:21][CH2:22]2)[cH:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][c:11]1[N+:12](=[O:13])[O-:14],[Cl:101][c:1]1[cH:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][c:11]1[N+:12](=[O:13])[OH:14].[NH2:15][C@@H:16]1[CH2:17][CH2:18][C@@H:19]([OH:20])[CH2:21][CH2:22]1>>[c:1]1([NH:15][C@H:16]2[CH2:17][CH2:18][C@H:19]([OH:20])[CH2:21][CH2:22]2)[cH:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][c:11]1[N+:12](=[O:13])[OH:14],SNAr(ortho),"[(15, 1), ([1, 11], [11, 12]), ([12, 13], 13), (13, [13, 12]), ([12, 11], [11, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[C:1]1[CH2:2][CH2:3][N:4]([C:5]([CH3:6])=[O:7])[CH2:8][CH2:9]1.[CH3:10][O:11][c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[c:25]1[C:26](=[O:27])[NH:28][C@@H:29]1[CH2:30][CH2:31][CH2:32][CH2:33][C@@H:34]1[NH2:35]>>[CH:1]1([NH:35][C@@H:34]2[C@H:29]([NH:28][C:26]([c:25]3[c:12]([O:11][CH3:10])[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][c:20]3[C:21]([F:22])([F:23])[F:24])=[O:27])[CH2:30][CH2:31][CH2:32][CH2:33]2)[CH2:2][CH2:3][N:4]([C:5]([CH3:6])=[O:7])[CH2:8][CH2:9]1,[CH3:10][O:11][c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[c:25]1[C:26](=[O:27])[NH:28][C@@H:29]1[CH2:30][CH2:31][CH2:32][CH2:33][C@@H:34]1[NH2:35].[O:101]=[C:1]1[CH2:2][CH2:3][N:4]([C:5]([CH3:6])=[O:7])[CH2:8][CH2:9]1.[H+:301].[BH3-:302]C#N.[Na+]>>[CH:1]1([NH:35][C@@H:34]2[C@H:29]([NH:28][C:26]([c:25]3[c:12]([O:11][CH3:10])[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][c:20]3[C:21]([F:22])([F:23])[F:24])=[O:27])[CH2:30][CH2:31][CH2:32][CH2:33]2)[CH2:2][CH2:3][N:4]([C:5]([CH3:6])=[O:7])[CH2:8][CH2:9]1,reductive_amination,"[(35, 1), ([1, 101], 301), (101, 35.1), ([35.1, 35], 35), (35, [35, 1]), ([1, 101], 101), ([302, 302.1], 1), ([1, 35], 35)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][CH2:11][CH2:12][CH2:13][CH2:14][c:15]1[n:16][c:17]2[c:18]([NH2:19])[n:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[c:27]2[n:28]1[CH2:29][CH2:30][CH2:31][CH2:32][NH2:33]>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:33][CH2:32][CH2:31][CH2:30][CH2:29][n:28]1[c:15]([CH2:14][CH2:13][CH2:12][CH2:11][CH3:10])[n:16][c:17]2[c:18]([NH2:19])[n:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[c:27]12,[CH3:10][CH2:11][CH2:12][CH2:13][CH2:14][c:15]1[n:16][c:17]2[c:18]([NH2:19])[n:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[c:27]2[n:28]1[CH2:29][CH2:30][CH2:31][CH2:32][NH2:33].[Cl:101][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:33][CH2:32][CH2:31][CH2:30][CH2:29][n:28]1[c:15]([CH2:14][CH2:13][CH2:12][CH2:11][CH3:10])[n:16][c:17]2[c:18]([NH2:19])[n:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[c:27]12,nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(33, 1), ([1, 2], 2), (2, [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
